car_id,Column1,Column2
0,433,288
1,815,214
2,198,1419
3,1295,1106
4,1144,2133
5,1138,1003
6,1004,340
7,249,1697
8,84,769
9,1090,1774
10,115,2112
11,1766,951
12,1285,125
13,1651,779
14,1518,1261
15,1333,1396
16,1217,687
17,1139,1953
18,1272,2027
19,1397,1951
20,454,951
21,1090,2147
22,1618,1391
23,1595,1280
24,786,548
25,328,973
26,163,1861
27,483,1891
28,1580,478
29,1060,409
30,590,296
31,696,2048
32,599,1744
33,49,64
34,899,1920
35,1174,1612
36,1622,1060
37,105,1850
38,1409,1906
39,1264,2059
40,783,1831
41,149,183
42,1053,486
43,825,1056
44,153,2107
45,1297,855
46,68,172
47,1467,741
48,1466,1626
49,994,2006
50,732,399
51,1082,83
52,1457,1368
53,1653,2014
54,872,1544
55,44,1760
56,373,469
57,1400,690
58,199,572
59,1342,1942
60,419,669
61,1760,2080
62,319,2114
63,959,354
64,1079,888
65,717,251
66,1660,1850
67,361,196
68,792,1254
69,935,486
70,1103,1741
71,160,284
72,300,1174
73,356,200
74,557,1206
75,301,364
76,1494,661
77,1748,1550
78,726,0
79,1345,869
80,714,1474
81,345,1316
82,1607,878
83,371,1931
84,1516,801
85,1339,1280
86,1330,1457
87,530,566
88,1202,1726
89,720,1219
90,1284,323
91,253,196
92,1076,308
93,1537,753
94,642,263
95,640,1015
96,1011,2199
97,1,377
98,583,1064
99,900,1711
100,700,178
101,878,1197
102,926,2007
103,461,1381
104,1612,1959
105,1272,934
106,418,811
107,1007,397
108,25,1580
109,1330,95
110,1446,744
111,1214,1676
112,65,2064
113,1573,249
114,1398,1134
115,262,1058
116,1141,753
117,227,270
118,1402,914
119,1362,1804
120,997,1551
121,1399,573
122,828,409
123,1090,486
124,1019,1901
125,70,1629
126,340,163
127,569,347
128,1531,1607
129,1042,579
130,558,1221
131,646,423
132,1732,55
133,1530,1320
134,711,699
135,646,725
136,193,1600
137,555,117
138,589,2029
139,6,2112
140,1269,1389
141,73,576
142,1040,1129
143,1266,601
144,1760,1947
145,673,766
146,344,632
147,1541,821
148,289,2160
149,1500,2040
150,1556,287
151,44,1426
152,1371,674
153,1185,2178
154,1446,435
155,524,516
156,348,915
157,552,1552
158,1446,1919
159,358,520
160,1493,440
161,1166,167
162,662,582
163,1185,1343
164,1756,900
165,1223,463
166,1091,1659
167,1007,2094
168,1286,1278
169,1630,172
170,1235,1950
171,1504,1239
172,893,220
173,600,356
174,575,1146
175,1440,436
176,241,2024
177,191,975
178,1154,1910
179,836,1555
180,192,2187
181,1642,1073
182,1183,1605
183,1274,1110
184,592,1333
185,708,1360
186,769,1125
187,1244,402
188,1507,1620
189,999,1965
190,1648,2197
191,923,1818
192,718,638
193,1531,8
194,294,122
195,901,366
196,1368,1377
197,1669,1474
198,1760,1917
199,1692,2109
200,395,1827
201,294,637
202,1579,1761
203,377,1868
204,875,1117
205,725,445
206,60,1382
207,192,932
208,996,1968
209,1191,768
210,1570,1225
211,1332,2160
212,1207,2186
213,35,1638
214,221,954
215,1074,1796
216,747,7
217,1763,858
218,1074,1927
219,448,1736
220,1280,1187
221,304,1843
222,183,798
223,1412,800
224,664,1057
225,1268,1645
226,18,232
227,816,632
228,1415,2092
229,1684,801
230,1328,2023
231,1267,119
232,1724,153
233,1370,1589
234,318,699
235,1020,1531
236,540,967
237,1407,858
238,789,863
239,1225,1780
240,1515,1788
241,669,1453
242,590,1890
243,1490,1151
244,37,143
245,1427,1649
246,282,1131
247,1296,1522
248,1340,1669
249,1357,41
250,460,569
251,1316,1065
252,542,650
253,1466,1060
254,1604,1052
255,649,477
256,740,210
257,1456,160
258,622,914
259,1653,1898
260,1323,1121
261,1105,1920
262,1676,201
263,825,1429
264,765,1470
265,1420,1961
266,1121,48
267,1452,26
268,182,1133
269,370,1387
270,1609,356
271,1431,2141
272,1429,1708
273,50,1816
274,1141,514
275,720,1823
276,1138,1655
277,288,299
278,1049,496
279,1649,796
280,1353,1141
281,895,742
282,1202,315
283,1125,727
284,740,1990
285,543,1851
286,1044,438
287,892,2034
288,1014,1752
289,1317,564
290,310,279
291,518,1719
292,188,450
293,270,1486
294,1424,1874
295,79,1375
296,411,759
297,1511,390
298,86,1369
299,229,1754
300,147,955
301,1175,207
302,1202,1608
303,819,1172
304,620,1166
305,664,613
306,1438,1824
307,1160,256
308,597,799
309,1595,1331
310,1731,1480
311,231,1977
312,79,2079
313,1471,2076
314,1170,1361
315,979,656
316,426,943
317,1621,717
318,818,1244
319,1161,83
320,627,1654
321,380,585
322,694,1301
323,1603,435
324,1066,1937
325,1704,1126
326,822,410
327,1103,523
328,608,2096
329,1154,870
330,1276,2099
331,1126,463
332,851,112
333,1086,1325
334,4,392
335,936,1370
336,1539,255
337,1692,1111
338,1685,1410
339,536,970
340,142,1950
341,1723,1576
342,114,974
343,736,924
344,1711,1918
345,608,794
346,603,510
347,1489,518
348,131,683
349,1532,975
350,1376,84
351,1651,920
352,813,658
353,1394,741
354,1069,1113
355,178,2163
356,932,1251
357,1166,535
358,941,879
359,1135,1720
360,1336,502
361,384,1643
362,83,1123
363,1611,20
364,1497,10
365,1200,1609
366,147,81
367,180,1607
368,297,678
369,427,1448
370,37,642
371,466,568
372,1517,1485
373,1568,669
374,933,1863
375,1748,675
376,1494,731
377,734,1382
378,1454,1684
379,1749,1078
380,983,1855
381,1155,1653
382,1484,479
383,485,1883
384,749,1631
385,190,1457
386,760,639
387,240,276
388,159,1942
389,951,404
390,568,1034
391,1667,397
392,1219,746
393,582,391
394,1058,1860
395,298,2008
396,99,1721
397,1222,450
398,1551,1664
399,1569,426
400,1739,164
401,1126,1952
402,1721,567
403,1502,1339
404,564,583
405,940,1497
406,1102,1334
407,171,1336
408,1548,1488
409,1250,48
410,1223,2030
411,825,338
412,1204,352
413,757,1842
414,1294,15
415,1398,1579
416,577,2212
417,194,1252
418,1721,989
419,1471,1496
420,916,1316
421,533,473
422,1353,1506
423,1229,2106
424,159,1627
425,200,362
426,102,131
427,1555,244
428,863,43
429,642,1212
430,1232,2004
431,419,1961
432,950,2157
433,875,676
434,1357,896
435,1024,928
436,814,1374
437,368,1126
438,802,892
439,1068,387
440,1338,2052
441,106,1420
442,1420,1175
443,413,182
444,300,1573
445,656,1191
446,1230,274
447,1256,72
448,1601,573
449,1701,1992
450,464,209
451,37,1326
452,651,2162
453,1589,1525
454,1146,893
455,520,791
456,1059,2219
457,1126,333
458,173,270
459,1211,1061
460,1489,75
461,1515,623
462,441,293
463,1254,1005
464,51,2057
465,767,1523
466,1462,850
467,1016,1295
468,1570,1719
469,1103,1022
470,653,660
471,577,802
472,1600,490
473,815,2036
474,1070,607
475,790,1288
476,1372,2125
477,357,1085
478,374,959
479,1708,86
480,1100,294
481,632,198
482,996,59
483,1532,2022
484,1423,1127
485,541,439
486,1134,70
487,1308,952
488,214,1969
489,1162,2007
490,708,1784
491,256,258
492,1549,996
493,1735,1883
494,176,2128
495,191,943
496,426,46
497,1595,1326
498,196,420
499,885,1309
500,731,537
501,16,237
502,1533,1912
503,1176,1222
504,639,756
505,193,1372
506,1602,1240
507,325,2110
508,376,1275
509,1392,2116
510,1716,2172
511,366,1677
512,66,1603
513,591,1340
514,67,1749
515,816,1219
516,1582,1454
517,1230,567
518,487,1987
519,998,2136
520,861,601
521,1199,1047
522,692,1961
523,1519,757
524,293,29
525,889,1594
526,284,1628
527,998,784
528,257,437
529,368,261
530,758,149
531,1513,780
532,654,1817
533,435,1645
534,63,569
535,1359,2003
536,1367,1923
537,1722,1438
538,434,225
539,916,2169
540,953,420
541,320,71
542,901,829
543,670,1130
544,1347,508
545,824,672
546,1029,1802
547,1363,846
548,467,238
549,1602,1989
550,1639,2125
551,800,1044
552,58,1369
553,1254,238
554,204,332
555,491,1487
556,1304,1319
557,169,2091
558,135,345
559,1740,1404
560,369,467
561,793,222
562,581,1252
563,222,1717
564,126,1330
565,1257,1494
566,966,202
567,1711,883
568,274,1104
569,983,1616
570,1613,1937
571,1707,945
572,1760,1787
573,1755,1418
574,1124,50
575,474,130
576,63,1261
577,1043,80
578,250,1332
579,646,609
580,223,2135
581,402,1393
582,563,1386
583,101,910
584,236,1386
585,25,1429
586,1083,812
587,372,516
588,1556,784
589,158,2022
590,850,803
591,1581,218
592,625,1743
593,315,1003
594,337,1173
595,1039,586
596,408,600
597,227,529
598,1687,1788
599,660,882
600,249,1973
601,736,1857
602,1282,459
603,1735,1471
604,1352,2129
605,1508,175
606,93,87
607,180,1056
608,615,2158
609,442,1049
610,1268,840
611,1653,1777
612,983,1238
613,1414,95
614,1066,223
615,963,565
616,141,2106
617,302,472
618,1129,37
619,532,761
620,1158,52
621,859,43
622,997,477
623,1536,300
624,1342,956
625,914,2030
626,1044,1660
627,551,2092
628,982,2146
629,435,269
630,294,953
631,45,966
632,415,389
633,607,2054
634,1182,52
635,417,976
636,1407,1439
637,189,1747
638,1716,247
639,556,2050
640,1531,1887
641,1484,849
642,1647,201
643,1457,1134
644,1762,1020
645,1752,1699
646,399,1978
647,584,724
648,1460,857
649,802,732
650,1351,1610
651,1505,1141
652,1290,1909
653,471,919
654,893,1416
655,183,1051
656,236,483
657,13,1622
658,284,1989
659,449,1538
660,137,618
661,301,1297
662,1175,1263
663,1090,1686
664,1365,767
665,809,680
666,501,2159
667,1340,1458
668,272,1836
669,1239,151
670,940,54
671,1527,771
672,1638,1027
673,294,849
674,1195,800
675,1629,1323
676,34,1733
677,1036,925
678,24,302
679,949,1243
680,485,176
681,130,1938
682,110,1183
683,1444,223
684,1669,379
685,816,727
686,877,1328
687,467,1512
688,1040,814
689,1017,1519
690,503,2211
691,336,1343
692,645,1950
693,1306,94
694,963,272
695,1355,1930
696,435,358
697,46,2076
698,1329,911
699,1596,1682
700,949,2066
701,1758,950
702,1232,760
703,56,25
704,48,1777
705,115,1834
706,1692,1568
707,858,1316
708,765,1547
709,486,120
710,331,1428
711,1498,609
712,469,68
713,571,680
714,1196,2025
715,795,2059
716,100,1893
717,433,1896
718,589,686
719,728,130
720,1628,1919
721,1417,109
722,1629,1397
723,1068,630
724,497,406
725,1693,1627
726,1304,1934
727,963,1632
728,363,846
729,1419,574
730,721,491
731,1413,1200
732,909,2019
733,1264,2156
734,472,1107
735,1377,360
736,720,1575
737,964,632
738,601,1600
739,979,1191
740,745,1893
741,1453,1898
742,259,1018
743,1189,421
744,1167,1518
745,1235,1005
746,412,1507
747,834,233
748,1482,486
749,446,1531
750,1073,287
751,1716,2047
752,918,1797
753,1652,768
754,1765,721
755,899,267
756,3,1098
757,1679,1476
758,457,1293
759,818,1587
760,875,1501
761,1171,1278
762,950,427
763,1215,1087
764,1650,1672
765,593,125
766,270,1944
767,758,1049
768,1025,1719
769,401,1310
770,480,691
771,1148,442
772,960,345
773,1536,364
774,1535,1743
775,939,1285
776,144,2144
777,1010,2040
778,13,840
779,323,406
780,1650,2098
781,56,429
782,390,2008
783,1398,1469
784,597,964
785,57,115
786,1462,19
787,1275,1262
788,91,2218
789,169,1027
790,69,810
791,330,1284
792,447,1464
793,1512,1532
794,654,1392
795,42,334
796,31,1039
797,491,1534
798,1629,1310
799,1068,1600
800,1626,2085
801,692,1097
802,1694,2200
803,150,1006
804,574,1956
805,297,1367
806,1456,597
807,1527,754
808,1686,1951
809,1379,2074
810,1018,1918
811,785,1951
812,1764,2113
813,1568,1355
814,752,2174
815,433,1734
816,1343,755
817,1581,2064
818,1271,2008
819,186,1059
820,617,1477
821,1184,867
822,1644,1580
823,912,869
824,1518,411
825,571,1883
826,494,854
827,824,102
828,1658,51
829,1758,1855
830,984,1530
831,473,140
832,968,1110
833,1561,1724
834,654,121
835,1165,1205
836,824,650
837,381,2079
838,1667,1699
839,1001,1289
840,877,353
841,1103,233
842,1466,1835
843,1211,222
844,1698,876
845,1182,1855
846,1335,191
847,195,2199
848,1490,444
849,131,774
850,209,1695
851,57,1175
852,1669,1056
853,1,826
854,1243,286
855,206,679
856,1089,651
857,1619,2201
858,970,1648
859,822,244
860,178,247
861,1567,1640
862,1100,264
863,890,792
864,1262,1377
865,1561,1623
866,35,1270
867,1638,1127
868,1639,1462
869,350,2131
870,311,2029
871,1134,1644
872,1528,1501
873,219,598
874,1614,2156
875,226,1865
876,1309,82
877,998,1670
878,772,831
879,813,298
880,1740,1143
881,1260,231
882,904,1356
883,761,478
884,664,1219
885,1197,556
886,856,688
887,1327,15
888,376,760
889,451,1174
890,1388,780
891,283,371
892,1493,1057
893,1403,2021
894,1603,1778
895,1600,326
896,1161,866
897,30,883
898,585,706
899,1467,87
900,1126,1260
901,1766,1011
902,816,236
903,962,2192
904,873,9
905,630,1844
906,172,1536
907,1555,1795
908,790,1104
909,1457,1957
910,1280,238
911,764,450
912,1278,594
913,1741,1612
914,1172,1985
915,734,1042
916,52,2207
917,383,266
918,1470,2123
919,847,389
920,1118,1273
921,55,1917
922,974,221
923,1291,1331
924,689,119
925,578,1783
926,201,1823
927,1235,1834
928,1421,271
929,527,1258
930,740,262
931,111,1994
932,181,1529
933,372,2182
934,962,1317
935,703,161
936,549,1123
937,276,265
938,661,712
939,414,1419
940,1558,1706
941,1287,1357
942,1250,242
943,450,664
944,281,1012
945,540,2107
946,1358,252
947,803,822
948,485,1792
949,820,1342
950,543,60
951,278,373
952,1622,308
953,1741,380
954,1503,1780
955,1183,2038
956,804,368
957,1296,195
958,943,1256
959,922,82
960,987,1232
961,1487,341
962,50,465
963,1594,1754
964,669,1539
965,816,368
966,1449,1367
967,1648,1476
968,1325,124
969,1388,2205
970,45,401
971,453,1409
972,395,2036
973,1502,1584
974,1114,171
975,58,1402
976,1249,293
977,1380,2169
978,1752,1408
979,3,1122
980,479,1385
981,133,504
982,1101,1882
983,412,861
984,491,1437
985,41,264
986,1243,1622
987,455,578
988,710,203
989,437,107
990,1286,1987
991,363,1106
992,580,1654
993,176,1390
994,1677,1149
995,679,2013
996,1003,2036
997,1247,1632
998,1749,1757
999,1028,709
1000,1694,1172
1001,910,719
1002,345,95
1003,1142,1199
1004,1209,2124
1005,1331,985
1006,1004,1180
1007,684,47
1008,1492,452
1009,1682,2165
1010,1178,111
1011,940,1004
1012,236,1127
1013,1110,1761
1014,93,8
1015,800,394
1016,540,690
1017,580,321
1018,353,1170
1019,372,266
1020,1061,2156
1021,68,878
1022,1581,140
1023,446,1135
1024,750,1563
1025,700,1545
1026,476,1310
1027,842,1829
