car_id,Column1,Column2
0,637,907
1,438,1099
2,433,1093
3,438,1099
4,1580,841
5,1580,841
6,1609,831
7,1609,831
8,1596,828
9,1575,846
10,1572,853
11,1357,774
12,441,1099
13,443,1110
14,426,1086
15,657,972
16,657,972
17,433,1094
18,433,1093
19,438,1100
20,443,1110
21,521,1019
22,521,1019
23,432,1093
24,432,1093
25,438,1100
26,441,1099
27,435,1101
28,440,1102
29,657,972
30,657,972
31,657,972
32,439,1101
33,365,1200
34,372,1194
35,347,1190
36,443,1110
37,433,1094
38,429,1090
39,435,1101
40,443,1110
41,657,972
42,657,972
43,500,1039
44,500,1039
45,426,1086
46,439,1101
47,365,1198
48,365,1198
49,372,1194
50,372,1194
51,372,1194
52,372,1194
53,372,1194
54,372,1194
55,372,1194
56,438,1100
57,433,1093
58,443,1110
59,440,1102
60,435,1101
61,419,1094
62,443,1110
63,429,1091
64,657,972
65,657,972
66,433,1093
67,438,1100
68,443,1110
69,434,1103
70,428,1098
71,428,1098
72,428,1098
73,440,1102
74,443,1110
75,438,1100
76,346,1404
77,356,1207
78,441,1099
79,441,1099
80,441,1099
81,432,1093
82,433,1094
83,443,1110
84,657,972
85,657,972
86,657,972
87,657,972
88,657,972
89,657,972
90,438,1100
91,438,1100
92,443,1110
93,506,1039
94,506,1039
95,432,1094
96,432,1094
97,443,1110
98,506,1039
99,521,1019
100,521,1019
101,521,1019
102,521,1019
103,521,1019
104,443,1110
105,428,1090
106,438,1100
107,443,1110
108,657,972
109,657,972
110,657,972
111,657,972
112,437,1098
113,440,1102
114,432,1093
115,443,1110
116,657,972
117,443,1110
118,443,1110
119,443,1110
120,443,1110
121,443,1110
122,432,1094
123,432,1094
124,443,1110
125,443,1110
126,557,940
127,433,1093
128,443,1110
129,436,1097
130,343,1403
131,248,1281
132,435,1103
133,443,1110
134,443,1110
135,432,1094
136,433,1093
137,433,1093
138,443,1110
139,438,1099
140,343,1403
141,434,1098
142,434,1098
143,443,1110
144,438,1099
145,442,1099
146,443,1110
147,637,907
148,637,907
149,443,1110
150,637,907
151,557,940
152,557,940
153,557,940
154,1523,777
155,441,1109
156,443,1110
157,441,1109
158,441,1109
159,441,1109
160,441,1109
161,443,1110
162,441,1109
163,441,1109
164,441,1109
165,441,1109
166,441,1109
167,441,1109
168,441,1109
169,441,1109
170,441,1109
171,441,1109
172,441,1109
173,441,1109
174,441,1109
175,441,1109
176,441,1109
177,441,1109
178,441,1109
179,441,1109
180,441,1109
181,443,1110
182,441,1109
183,443,1110
184,441,1109
185,441,1109
186,441,1109
187,443,1110
188,443,1110
189,443,1110
190,443,1110
191,441,1099
192,443,1110
193,443,1110
194,443,1110
195,443,1110
196,443,1110
197,443,1110
198,443,1110
199,443,1110
200,1650,729
201,1650,729
202,1650,729
203,1650,729
204,443,1110
205,443,1110
206,443,1110
207,443,1110
208,443,1110
209,443,1110
210,443,1110
211,443,1110
212,443,1110
213,443,1110
214,443,1110
215,443,1110
216,443,1110
217,443,1110
218,1563,913
219,1563,913
220,443,1110
221,259,1400
222,443,1110
223,953,555
224,443,1110
225,443,1110
226,436,1098
227,443,1110
228,443,1110
229,443,1110
230,443,1110
231,443,1110
232,443,1110
233,443,1110
234,443,1110
235,443,1110
236,443,1110
237,443,1110
238,443,1110
239,443,1110
